ticker,shareHolder_OwnPercent,datime
HGM,"[{'Tổng Công ty Đầu Tư Và Kinh Doanh Vốn Nhà Nước - Công ty TNHH': 0.4664}, {'Công Ty TNHH Quốc Tế Dp': 0.0795}, {'Đỗ Vân Anh': 0.0443}, {'Phạm Thành Đô': 0.0335}, {'TRỊNH NGỌC HIẾU': 0.0194}, {'Phạm Văn Hội': 0.0111}, {'Nguyễn Hữu Phúc': 0.0094}, {'Đỗ Khắc Hùng': 0.0056}, {'Nguyễn Trung Hiếu': 0.0055}, {'Khác': 0.1188}]",2312091722
HHC,"[{'Trương Thị Bửu': 0.24}, {'Lưu Văn Vũ': 0.24}, {'Nguyễn Thị Lan': 0.0448}, {'Nguyễn Công Nhân': 0.0001}, {'Khác': 0.1089}]",2312091722
HHG,"[{'Phạm Xuân Nhượng': 0.0509}, {'Trần Quốc Huy': 0.0366}, {'Vũ Ngọc Anh': 0.0363}, {'Nguyễn Hữu Tám': 0.0115}, {'Lưu Huy Hà': 0.0106}, {'Lưu Tuấn Anh': 0.0042}, {'Phạm Thanh Tùng': 0.004}, {'Lưu Minh Sơn': 0.0037}, {'Đinh Văn Thọ': 0.0018}, {'Khác': 0.0051}]",2312091722
TCO,"[{'Nguyễn Đình Chung': 0.0801}, {'Nguyễn Thị Nhung': 0.0496}, {'Phạm Duy Như Quỳnh': 0.0491}, {'Nguyễn Thị Kim Phượng': 0.0441}, {'Nguyễn Duy Dinh': 0.0437}, {'Hoàng Anh Dũng': 0.0342}, {'Trần Thị Thùy Dương': 0.0333}, {'Lê Hoài Nam': 0.0312}, {'Lê Thái Cường': 0.0259}, {'Khác': 0.137}]",2312091722
TCW,"[{'Công Ty Tnhh Một Thành Viên Tổng Công Ty Tân Cảng Sài Gòn': 0.5901}, {'Phùng Ngọc Minh': 0.0033}, {'Bùi Quang Huy': 0.0014}, {'Trịnh Văn Mợi': 0.0013}, {'Nguyễn Năng Toàn': 0.0009}, {'Mai Thị Trâm': 0.0008}, {'Võ Thị Xuân Lan': 0.0003}, {'Mai Thị Hiền': 0.0003}, {'Nguyễn Thị Hồng Liên': 0.0003}, {'Khác': 0.0016}]",2312091722
TDB,"[{'Tổng Công Ty Điện Lực Miền Trung': 0.2406}, {'Tổng công ty Bảo Việt Nhân thọ': 0.1407}, {'Lê Thị Xuân Loan': 0.0243}, {'TRẦN XUÂN TOÀN': 0.0194}, {'Phạm Thị Thu Trang': 0.0154}, {'Phạm Văn Nho': 0.0134}, {'Đặng Ngọc Căn': 0.0133}, {'Trương Đình Du': 0.0124}, {'Nguyễn Lương Am': 0.0062}, {'Khác': 0.0177}]",2312091722
TCH,"[{'Đỗ Hữu Hạ': 0.3923}, {'Nguyễn Thị Hà': 0.0489}, {'Trần Thị Hoàng Hà': 0.0346}, {'Hoàng Thị Huyên': 0.0098}, {'Đỗ Thị Huyền Trang': 0.0061}, {'Đỗ Hữu Hưng': 0.0038}, {'Khác': 0.0002}]",2312091722
TDC,"[{'Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP': 0.607}, {'Lê Minh Tâm': 0.0029}, {'Huỳnh Thị Phương Thảo': 0.0011}, {'Nguyễn Tấn Phúc': 0.0005}, {'Nguyễn Ngô Hướng Dương': 0.0005}, {'Trần Thị Bạch Tuyết': 0.0003}, {'Lý Thị Bình': 0.0003}, {'Bùi Thị Lan': 0.0002}, {'ĐOÀN VĂN THUẬN': 0.0002}, {'Khác': 0.0111}]",2312091722
TDH,"[{'Nguyễn Quang Nghĩa': 0.1841}, {'KITMC Worldwide Vietnam RSP Balanced Fund': 0.0621}, {'Deutsche Bank AG & Deutsche Asset Management (Asia) Ltd.': 0.0602}, {'Công ty TNHH MTV Đầu tư Tài chính Nhà nước Thành phố Hồ Chí Minh': 0.06}, {'Lê Chí Hiếu': 0.0133}, {'Trần Quang Nghị': 0.0119}, {'Trần Đình Vọng': 0.0055}, {'Nguyễn Khắc Sơn': 0.0044}, {'Phạm Thị Xuân Lan': 0.0011}, {'Khác': 0.337}]",2312091722
TCT,"[{'Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh': 0.51}, {'Công ty Bảo Hiểm Nhân Thọ Tây Ninh': 0.0938}, {'PYN Elite Fund': 0.0874}, {'Tập đoàn Bảo Việt': 0.0662}, {'Nguyễn Thái Bình': 0.0425}, {'Lê Hữu Phước': 0.0213}, {'Lê Thanh Sơn': 0.0002}, {'Khác': 0.0954}]",2312091722
TDN,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.65}, {'Đặng Quang Minh': 0.0008}, {'Lê Đình Trưởng': 0.0003}, {'Phạm Quang Tuyến': 0.0003}, {'Phạm Đăng Quang': 0.0001}, {'Vũ Hiền Hòa': 0.0001}, {'Đặng Xuân Vượng': 0.0001}, {'Khác': 0.0407}]",2312091722
TDM,"[{'Công ty TNHH Sản xuất và Thương mại Quỳnh Phúc': 0.0707}, {'Phạm Văn Chiến': 0.066}, {'Công Ty TNHH Thương Mại N.t.p': 0.06}, {'Nguyễn Hiền Triết': 0.0492}, {'HỒ LÊ MINH': 0.0307}, {'Nguyễn Thị Thu Vân': 0.0285}, {'Trần Thế Hưng': 0.0213}, {'Nguyễn Văn Thiên': 0.0167}, {'Ngô Văn Lui': 0.014}, {'Khác': 0.2017}]",2312091722
TCK,"[{'Bộ Xây Dựng': 0.9876}, {'Nguyễn Văn Sơn': 0.0007}, {'Phạm Việt Hùng': 0.0003}, {'Nguyễn Thị Tuyết Nhung': 0.0003}, {'Vũ Xuân Thắng': 0.0003}, {'Lê Thế Thủy': 0.0002}, {'TRỊNH NAM HẢI': 0.0002}, {'Vũ Thị Thủy': 0.0001}, {'Phan Tố Lan': 0.0001}, {'Khác': 0.0004}]",2312091722
TDG,"[{'Lê Minh Hiếu': 0.107}, {'VÕ ANH THÁI': 0.0573}, {'Kim Văn Hùng': 0.0475}, {'NGUYỄN THỊ LINH HƯƠNG': 0.0041}, {'Khác': 0.0383}]",2312091722
TDF,"[{'Nguyễn Thị Mỹ Cảnh': 0.1907}, {'NGUYỄN HỒNG SƠN': 0.157}, {'Nguyễn Hoàng Phương Nga': 0.1351}, {'Tổng Công ty Xây dựng Hà Nội - CTCP': 0.1007}, {'Nguyễn Hồng Hải': 0.0287}, {'Nguyễn Thị Thu Huyền': 0.0133}, {'NGUYỄN DUY HIỀN': 0.011}, {'Phạm Hải Linh': 0.0107}, {'NGUYỄN BÁ HOAN': 0.01}, {'Khác': 0.0935}]",2312091722
TDP,"[{'Nguyễn Đức Cường': 0.3291}, {'Ngô Kim Dung': 0.0694}, {'Bế Thị Tuyết': 0.0506}, {'Nguyễn Đức Chính': 0.0391}, {'Trần Đăng Duy': 0.0391}, {'Nguyễn Đức Thịnh': 0.0166}, {'Nguyễn Kim Anh': 0.015}, {'Lê Văn Quang': 0.0092}, {'Nguyễn Văn Trưởng': 0.0087}, {'Khác': 0.0312}]",2312091722
TCL,"[{'Công Ty Tnhh Một Thành Viên Tổng Công Ty Tân Cảng Sài Gòn': 0.51}, {'America Limited Liability Company': 0.0901}, {'Ngân hàng Deutsche Aktiengesellschaft': 0.0733}, {'Phạm Kim Oanh': 0.0053}, {'Nguyễn Đăng Nghiêm': 0.0013}, {'Võ Đắc Thiệu': 0.0012}, {'Lê Đặng Quỳnh Nghi': 0.0009}, {'Nguyễn Văn Uấn': 0.0009}, {'Ngô Minh Thuấn': 0.0007}, {'Khác': 0.1105}]",2312091722
TDS,"[{'Tổng Công ty Thép Việt Nam - Công ty Cổ phần': 0.65}, {'Công ty Cổ phần Gemadept': 0.109}, {'Lê Bá Phương': 0.0702}, {'Nguyễn Thị Thủy': 0.045}, {'Dương Minh Chính': 0.001}, {'Nguyễn Thị Thu Giang': 0.0008}, {'Hoàng Ngọc Oanh': 0.0004}, {'Hoàng Công Thành': 0.0004}, {'Huỳnh Văn Phúc': 0.0004}, {'Khác': 0.0008}]",2312091722
TDW,"[{'Tổng Công ty Cấp nước Sài Gòn - TNHH MTV': 0.51}, {'Công ty TNHH Nước Sạch Ree': 0.4417}, {'Nguyễn Thị Thúy Nương': 0.0029}, {'Nguyễn Đức Tiến': 0.0004}, {'Nguyễn Công Minh': 0.0001}, {'Khác': 0.0}]",2312091722
TDT,"[{'Chu Thuyên': 0.1557}, {'Nguyễn Việt Thắng': 0.0644}, {'Hoàng Thị Hợp': 0.0488}, {'Nguyễn Thị Mai Phương': 0.0436}, {'Nguyễn Minh Hải': 0.0427}, {'Nguyễn Huy Hoàng': 0.0327}, {'Phạm Thái Hòa': 0.017}, {'Nguyễn Thị Phượng': 0.0112}, {'Đặng Đình Vụ': 0.0079}, {'Khác': 0.0186}]",2312091722
TET,"[{'Công Ty TNHH Tập Đoàn Xây Dựng Delta': 0.35}, {'Công ty Cổ Phần Xây Dựng Và Ứng Dụng Công Nghệ Delta-v': 0.35}, {'Phạm Hoàng Long': 0.1211}, {'Trần Minh Quỳnh Dung': 0.1082}, {'Vũ Văn Thiếu': 0.0515}, {'Đặng Đôn Triển': 0.0338}, {'Phạm Ngọc Phán': 0.0331}, {'Nguyễn Thị Bích Mùi': 0.0195}, {'Thân Thị Quế': 0.0162}, {'Khác': 0.0433}]",2312091722
TED,"[{'Công ty TNHH Oriental Consultans Global': 0.3499}, {'Quỹ Đầu Tư Hạ Tầng Red One': 0.3011}, {'Phạm Hữu Sơn': 0.085}, {'Đỗ Minh Dũng': 0.0134}, {'Đào Ngọc Vinh': 0.01}, {'Nguyễn Công Tâm': 0.0072}, {'Tăng Thị Thu Hiền': 0.0029}, {'Trương Minh Sơn': 0.0024}, {'Võ Hoàng Anh': 0.002}, {'Khác': 0.0007}]",2312091722
TCR,"[{'Union Time Enterprise Limited': 0.292}, {'SUN TALENT LIMITED': 0.2225}, {'Charmstar Bussiness Corporation': 0.1686}, {'Tcrown Co., Ltd': 0.0513}, {'Chen Sin Siang': 0.0348}, {'Chen Cheng Jen': 0.0288}, {'Hsu Rong Sheng': 0.0174}, {'Hsu Jong Chin': 0.0174}, {'Chen Jo Yen': 0.01}, {'Khác': 0.0265}]",2312091722
TGG,"[{'Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP': 0.1858}, {'Ngô Quang Tuấn': 0.1062}, {'Phạm Thị Thủy': 0.0492}, {'Đỗ Mạnh Hùng': 0.048}, {'Trương Đình Chuẩn': 0.0462}, {'Đặng Mai Hương': 0.0439}, {'Trần Quyết Thắng': 0.0395}, {'Trương Thị Thanh Trà': 0.0298}, {'Đặng Quang Trung': 0.0058}, {'Khác': 0.0596}]",2312091722
TFC,"[{'David Hồ': 0.2294}, {'Nguyễn Minh Nguyệt': 0.2202}, {'Hồ Văn Trung': 0.1716}, {'Susan Ho': 0.0594}, {'Huỳnh Khánh Hiếu': 0.0476}, {'Nguyễn Minh Tâm': 0.0312}, {'Vũ Thị Minh Chiến': 0.0204}, {'Võ Thiên Chương': 0.0119}, {'Trương Văn Quang': 0.002}, {'Khác': 0.0019}]",2312091722
THB,"[{'Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội': 0.55}, {'Lê Anh Tuấn': 0.0691}, {'Lương Xuân Dũng': 0.0614}, {'Lương Xuân Hải': 0.0185}, {'Hồ Thị Hà': 0.0155}, {'Lương Thị Thùy Nga': 0.0121}, {'NGUYỄN KIÊN CƯỜNG': 0.0114}, {'Lê Thị Hồng': 0.0028}, {'Nguyễn Quang Huynh': 0.0018}, {'Khác': 0.0436}]",2312091722
TH1,"[{'Đinh Đức Tùng': 0.2073}, {'Nguyễn Văn Nguyên': 0.1991}, {'Nguyễn Vĩnh Huy': 0.1588}, {'Hoàng Trí Cường': 0.0559}, {'HOÀNG TUẤN KHẢI': 0.0062}, {'Lê Thái Hà': 0.0057}, {'Phan Thu Anh': 0.0045}, {'Nguyễn Văn Khang': 0.004}, {'Nguyễn Anh Tuấn': 0.0036}, {'Khác': 0.0783}]",2312091722
THD,"[{'Nguyễn Đức Thụy': 0.2455}, {'Nguyễn Văn Hà': 0.0497}, {'Dương Văn Nhất': 0.0494}, {'Phạm Thu Hằng': 0.0423}, {'Nguyễn Chí Kiên': 0.0405}, {'Ngô Quyết Tiến': 0.0401}, {'Bùi Thị Thanh Nhàn': 0.0387}, {'Trịnh Văn Thiệm': 0.0347}, {'Đặng Văn Thắng': 0.0231}, {'Khác': 0.0146}]",2312091722
THM,"[{'Công ty Cổ Phần Appatex': 0.8368}, {'Nguyễn Thị Hương': 0.0022}]",2312091722
TEL,"[{'Nguyễn Hòa Hiệp': 0.29}, {'Lại Trung Dũng': 0.2629}, {'Lê Hải Đoàn': 0.2499}, {'Vũ Đức Quang': 0.0062}, {'Trần Thị Thu Thủy': 0.0004}, {'Nguyễn Thị Kiều Ngọc': 0.0001}, {'Khác': 0.0}]",2312091722
THG,"[{'Nguyễn Thanh Nghĩa': 0.0493}, {'Nguyễn Chí Tâm': 0.0473}, {'TRẦN HOÀNG HUÂN': 0.046}, {'Vũ Huy Giáp': 0.045}, {'Nguyễn Thị Hường': 0.0401}, {'Lê Văn Điệp': 0.0293}, {'Nguyễn Hoài Bắc': 0.0261}, {'Lê Vinh Hiển': 0.0169}, {'Lê Quang Tiên': 0.0127}, {'Khác': 0.228}]",2312091722
TGP,"[{'LÊ THANH SƠN': 0.2429}, {'Lê Xuân Hằng': 0.14}, {'Lê Phương Thảo': 0.081}, {'Trần Lan Phương': 0.0595}, {'PHẠM DUY THANH': 0.049}, {'Lê Phương Thảo': 0.0459}, {'Lê Khánh Linh': 0.045}, {'Nguyễn Trung Hà': 0.0413}, {'Ngô Đức Thao': 0.0196}, {'Khác': 0.0258}]",2312091722
THP,"[{'Nguyễn Thị Phi Anh': 0.4734}, {'TRẦN VĂN LĨNH': 0.0718}, {'Lê Thanh Thảo': 0.0613}, {'Lê Thị Minh Thảo': 0.0565}, {'DƯƠNG THỊ TUYẾT HẰNG': 0.0148}, {'Dương Thị Nga': 0.0124}, {'Lê Văn Cường': 0.0114}, {'Trương Nguyên': 0.0066}, {'Võ Hồng Sơn': 0.0028}, {'Khác': 0.0093}]",2312091722
THU,"[{'Uỷ ban Nhân dân Tỉnh Thanh Hóa': 0.5245}, {'Đỗ Thị Minh Hải': 0.2135}, {'Nguyễn Thanh Bắc': 0.1328}, {'HỒ VIẾT LÂN': 0.022}, {'Nguyễn Tiến Hải': 0.0041}, {'TRẦN CHÍNH': 0.0029}, {'Tống Thị Thọ': 0.0008}, {'Lê Mạnh Thắng': 0.0007}, {'Nguyễn Thị Nga': 0.0007}, {'Khác': 0.0025}]",2312091722
THT,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.65}, {'Phạm Uyên Nguyên': 0.0495}, {'Nguyễn Hoàng Trung': 0.0008}, {'Hoàng Minh Hiếu': 0.0008}, {'Trần Văn Tiến': 0.0001}, {'Khác': 0.1452}]",2312091722
THS,"[{'Lê Anh Tuấn': 0.7897}, {'Nguyễn Thị Hường': 0.1081}, {'Hoàng Thị Tâm': 0.0553}, {'Nguyễn Xuân Bắc': 0.052}, {'Dương Trọng Chính': 0.0097}, {'Nguyễn Thị Lài': 0.0067}, {'Phạm Thị Nhung': 0.0037}, {'Lê Minh Thông': 0.0037}, {'Nguyễn Thị Hiền': 0.003}, {'Khác': 0.0014}]",2312091722
THW,"[{'Tổng Công ty Cấp nước Sài Gòn - TNHH MTV': 0.65}, {'Trần Hữu Năm': 0.1076}, {'Lê Minh Châu': 0.1036}, {'Phạm Thị Trúc': 0.043}, {'Phạm Anh Tài': 0.0009}, {'Trần Công Lễ': 0.0008}, {'Nguyễn Văn Đảm': 0.0006}, {'Nguyễn Trần Lam': 0.0004}, {'Lại Thị Thanh Nga': 0.0003}, {'Khác': 0.0007}]",2312091722
THN,"[{'Uỷ ban Nhân dân Tỉnh Thanh Hóa': 0.6362}, {'Nguyễn Hùng Phương': 0.2086}, {'Nguyễn Huy Nhắn': 0.0321}, {'NGUYỄN NGỌC CẦN': 0.0033}, {'Nguyễn Huy Nam': 0.0032}, {'Lê Sỹ Len': 0.0017}, {'DƯƠNG VĂN HÓA': 0.0017}, {'Lê Văn Sơn': 0.0017}, {'Nguyễn Huy Trường': 0.0002}, {'Khác': 0.0012}]",2312091722
TID,"[{'Ủy Ban Nhân Dân Tỉnh Đồng Nai': 0.4806}, {'Công ty Cổ Phần Đầu Tư Xây Dựng Và Vật Liệu Xây Dựng Sài Gòn': 0.2496}, {'Quách Văn Đức': 0.0441}, {'Quách Văn Đức': 0.0241}, {'Thái Văn Chuyện': 0.0011}, {'Thái Văn Chuyện': 0.0011}, {'Huỳnh Bích Ngọc': 0.0011}, {'Nguyễn Văn Triển': 0.0011}, {'Nguyễn Văn Hồng': 0.0006}, {'Khác': 0.0062}]",2312091722
TEG,"[{'Công ty Cổ phần Tập đoàn Trường Thành Việt Nam': 0.3173}, {'SERMSANG POWER CORPORATION PUBLIC COMPANY LIMITED': 0.05}, {'Đặng Trung Kiên': 0.0431}, {'Nguyễn Tùng Lâm': 0.0339}, {'Nguyễn Tích Phương': 0.0289}, {'Phan Ngọc Anh Cương': 0.024}, {'Nguyễn Thị Bích Liên': 0.0168}, {'Lê Đình Ngọc': 0.012}, {'Hà Ngọc Minh': 0.0114}, {'Khác': 0.0969}]",2312091722
TIG,"[{'Nguyễn Phúc Long': 0.1968}, {'NGUYỄN VĂN NGHĨA': 0.1631}, {'Park Jin Ku': 0.0909}, {'Công ty Cổ phần Đầu tư Xây dựng và Quản lý Kinh doanh Bất động sản Thăng Long': 0.0719}, {'Công ty Cổ Phần Đầu Tư Tòa Nhà Công Nghệ Xanh Tig - Hde': 0.0593}, {'Công ty Cổ Phần Đầu Tư Hde Holdings': 0.0539}, {'Hồ Thanh Hương': 0.0175}, {'Phạm Thị Hồng Nhung': 0.0062}, {'Phạm Quang Tiến': 0.0027}, {'Khác': 0.1898}]",2312091722
TIX,"[{'Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX)': 0.2005}, {'Công ty Cổ Phần Sản Xuất Dịch Vụ Tân Bình Tanimex': 0.188}, {'Công ty Cổ Phần Đầu Tư Và Phát Triển Minh Phát': 0.11}, {'Võ Nguyệt Thùy Vân': 0.0967}, {'Công ty Cổ phần Sản xuất Dịch vụ Hưng Phát': 0.07}, {'Công ty TNHH Tư Vấn Đầu Tư Trần Phan': 0.05}, {'Lê Thị Minh Thanh': 0.0427}, {'Nguyễn Đình Minh Triết': 0.02}, {'Nguyễn Minh Tâm': 0.0134}, {'Khác': 0.0634}]",2312091722
TIS,"[{'Tổng Công ty Thép Việt Nam - Công ty Cổ phần': 0.65}, {'Công ty Cổ phần Thương mại Thái Hưng': 0.2}, {'Công ty TNHH TM và DL Trung Dũng': 0.113}, {'Đỗ Trung Kiên': 0.0006}, {'Hoàng Ngọc Diệp': 0.0004}, {'Trần Văn Khâm': 0.0004}, {'Đỗ Xuân Hòa': 0.0002}, {'Khác': 0.0353}]",2312091722
TIP,"[{'Công ty Cổ phần Tổng Công ty Tín Nghĩa': 0.5674}, {'America Limited Liability Company': 0.1514}, {'Quách Trần Ánh Nguyên': 0.0182}, {'Nguyễn Khánh Linh': 0.0089}, {'Cao Ngọc Đức': 0.0029}, {'Nguyễn Hiếu Lộc': 0.0014}, {'Cao Minh Chuyên': 0.0006}, {'Nguyễn Thanh Liêm': 0.0004}, {'Cao Thị Minh Phúc': 0.0003}, {'Khác': 0.0558}]",2312091722
TIN,"[{'Tổng Công ty Xi măng Việt Nam': 0.1431}, {'Nguyễn Đức Phương': 0.0443}, {'Nguyễn Chí Hiếu': 0.0331}, {'Nguyễn Thị Thanh Hoa': 0.0245}, {'Hồ Minh Tâm': 0.0082}, {'Nguyễn Ái Linh': 0.0068}, {'Phan Thị Tuyết Hằng': 0.0041}, {'Trần Việt Phương': 0.0041}, {'Phạm Hải Âu': 0.0027}, {'Khác': 0.0035}]",2312091722
TIE,"[{'Công ty Cổ phần Sài Gòn Hưng Phú': 0.2402}, {'Công ty cổ phần BĐS Sài Gòn Đông Dương': 0.0888}, {'Huỳnh Thị Dung': 0.0008}, {'Trần Thị Bé Ba': 0.0006}, {'Vũ Quốc Vinh': 0.0001}, {'Khác': 0.0003}]",2312091722
TJC,"[{'Công ty Cổ phần Transimex': 0.5404}, {'Tổng Công ty Hàng hải Việt Nam - CTCP': 0.3349}, {'LÊ TẤT HƯNG': 0.0204}, {'Mai Xuân Ngoạt': 0.0105}, {'Phan Duy Vân': 0.0083}, {'Lã Đức Trọng': 0.0058}, {'Cao Minh Tuấn': 0.0047}, {'Đoàn Bá Thước': 0.0039}, {'Vũ Tương Lai': 0.0035}, {'Khác': 0.0588}]",2312091722
TKA,"[{'Tổng Công ty Khánh Việt - Công ty TNHH MTV': 0.8386}, {'Phạm Thanh Hà': 0.0016}, {'Trần Anh Giang': 0.0011}, {'Lê Văn Tuấn': 0.001}, {'Nguyễn Quang Long': 0.0005}, {'Hoàng Thị Yến': 0.0005}]",2312091722
TKG,"[{'Trần Thị Vân': 0.0432}, {'Đào Thị Khuyên': 0.0216}, {'Phạm Văn Hiếu': 0.0002}, {'Nguyễn Văn Nam': 0.0001}, {'Khác': 0.0004}]",2312091722
TLD,"[{'Nguyễn An Ngọc': 0.1322}, {'Nguyễn An Quân': 0.1041}, {'Nguyễn Thị Thu Hằng': 0.0667}, {'Nguyễn Xuân Tuân': 0.0518}, {'Lê Văn Hoan': 0.0512}, {'Nguyễn Hữu Huân': 0.0455}, {'Nguyễn Thị Phương': 0.043}, {'Trần Trọng Long': 0.0389}, {'Lê Thị Ánh': 0.0344}, {'Khác': 0.1404}]",2312091722
TKU,"[{'RICH INTERNATIONAL Limited Liability Company': 0.8452}, {'Liu Chien Hung': 0.034}, {'Nguyễn Thị Ngọc Quyên': 0.0291}, {'Liu Cheng Min': 0.0181}, {'Ma Chia Lung': 0.0118}, {'Jan Chun Shion': 0.0015}, {'Hsu Mei Hui': 0.001}, {'Hsu Feng Jung': 0.0008}, {'Lin Chin Chu': 0.0005}, {'Khác': 0.0006}]",2312091722
TKC,"[{'Lê Đại Nghĩa': 0.1025}, {'Quỹ Đầu Tư Tài Chính MKDS': 0.1015}, {'Nguyễn Thị Thuận Vi': 0.0989}, {'Trần Văn Sỹ': 0.0704}, {'Nguyễn Thanh Hằng': 0.0358}, {'Nguyễn Uy Trường': 0.0347}, {'Trần Văn Tuấn': 0.0282}, {'Trần Văn Nho': 0.0196}, {'Phạm Thị Bạch Huệ': 0.0019}, {'Khác': 0.0964}]",2312091722
TL4,"[{'Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần': 0.1695}, {'Hồ Ngọc Hùng': 0.0407}, {'Phạm Hữu Lạc': 0.0123}, {'Sầm Thị Thu Hương': 0.001}, {'Tạ Thị Minh Sô': 0.001}, {'Mai Thị Hảo': 0.0007}, {'CHU QUANG TUẤN': 0.0002}, {'Phan Thành Tiên': 0.0001}, {'Đào Anh Tuấn': 0.0001}, {'Khác': 0.0003}]",2312091722
TLG,"[{'Công ty Cổ Phần Đầu Tư Thiên Long An Thịnh': 0.4801}, {'NWL Cayman Holdings Ltd.': 0.0707}, {'Cô Gia Thọ': 0.063}, {'TRẦN THÁI NHƯ': 0.0134}, {'Cô Ngân Bình': 0.0123}, {'Cô Cẩm Nguyệt': 0.0078}, {'Phan Nhựt Phương': 0.0074}, {'NGUYỄN ĐÌNH TÂM': 0.0056}, {'Cô Cẩm Ngọc': 0.0045}, {'Khác': 0.0694}]",2312091722
TLH,"[{'Nguyễn Mạnh Hà': 0.1958}, {'Phạm Thị Hồng': 0.1136}, {'Nguyễn Ngọc Phượng': 0.0547}, {'Nguyễn Vũ Hồng Anh': 0.0296}, {'Nguyễn Văn Hưng': 0.0094}, {'Nguyễn Hồng': 0.0027}, {'NGUYỄN QUANG VINH': 0.0013}, {'Nguyễn Anh Hùng': 0.0003}, {'Phạm Công Thìn': 0.0002}, {'Khác': 0.0251}]",2312091722
TLI,"[{'Lâm Duy Sự': 0.1299}, {'Phạm Uyên Nguyên': 0.0734}, {'Huỳnh Thị Thúy Nga': 0.0469}, {'Văn Hoàng Hưởng': 0.0455}, {'Nguyễn Quang Diệu': 0.0328}, {'Ngô Lê Anh Chi': 0.0277}, {'Nguyễn Tuấn Quỳnh': 0.0226}, {'Ngô Thơm': 0.0218}, {'Lê Thị Thoa': 0.0142}, {'Khác': 0.0238}]",2312091722
TMG,"[{'Tổng Công ty Khoáng sản TKV - Công ty Cổ phần': 0.51}, {'Công ty Cổ Phần Lương Gia': 0.1749}, {'Nguyễn Hoàng Cường': 0.1092}, {'Công ty TNHH Thương mại và Sản xuất Vũ Hoàng': 0.1074}, {'Hoàng Thị Soi': 0.061}, {'Nguyễn Văn Định': 0.0002}, {'Nguyễn Văn Khanh': 0.0002}]",2312091722
TMP,"[{'Tổng Công ty Phát điện 2': 0.5192}, {'Công ty TNHH Năng Lượng Ree': 0.4263}, {'Nguyễn Thanh Phú': 0.0003}, {'Ninh Viết Định': 0.0003}, {'ĐINH VĂN SƠN': 0.0002}, {'Khác': 0.0003}]",2312091722
TMC,"[{'Tổng Công ty Dầu Việt Nam - Công ty Cổ phần': 0.5101}, {'Công Ty TNHH Một Thành Viên Dầu Khí Thành Phố Hồ Chí Minh': 0.149}, {'Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op': 0.0817}, {'Ma Đức Tú': 0.0315}, {'NGUYỄN THANH BÌNH': 0.0153}, {'Nguyễn Thanh Bình': 0.0151}, {'Nguyễn Thị Năm': 0.0091}, {'Phạm Ngọc Minh': 0.0016}, {'Phan Thế Vĩnh': 0.0015}, {'Khác': 0.0087}]",2312091722
TMB,"[{'Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam': 0.6744}, {'Vũ Hữu Long': 0.001}, {'Nguyễn Minh Hải': 0.0008}, {'Đinh Công Nga': 0.0008}, {'Đặng Thị Hải Hà': 0.0008}, {'Đoàn Hữu Thung': 0.0006}, {'Phan Tiến Hải': 0.0006}, {'Phạm Ngọc Bảo': 0.0005}, {'Phạm Văn Hảo': 0.0004}, {'Khác': 0.0013}]",2312091722
TLT,"[{'Tổng Công ty Viglacera - Công ty Cổ phần': 0.5108}, {'Nguyễn Minh Tuấn': 0.1547}, {'Luyện Công Minh': 0.1335}, {'Tạ Hùng Minh': 0.0497}, {'Lê Thị Thảo': 0.0403}, {'Nguyễn Thị Yến': 0.0205}, {'Đinh Quang Huy': 0.0178}, {'Đoàn Hải Mậu': 0.0129}, {'Đoàn Hải Mậu': 0.0129}, {'Khác': 0.0091}]",2312091722
TMS,"[{'Công ty Cổ phần Logistics Quốc tế Ryobi Việt Nam': 0.2096}, {'JWD Asia Holding Private Limited': 0.1566}, {'BÙI MINH TUẤN': 0.1419}, {'Công Ty Cổ Phần Prosper Logistics': 0.1308}, {'Công Ty CP Dịch Vụ Văn Hóa Việt': 0.1007}, {'Công ty TNHH Đầu Tư Và Thương Mại Thiên Hải': 0.0755}, {'Công ty Cổ Phần Đầu Tư New Asia': 0.0733}, {'Công ty Cổ Phần Đầu Tư Vi Na': 0.0719}, {'Halley Sicav - Halley Asian Prosperity': 0.0547}, {'Khác': 0.1954}]",2312091722
TLP,"[{'Ủy ban Nhân dân Tỉnh Bình Dương': 0.36}, {'Công ty TNHH Thương Mại Dịch Vụ Thiết Bị Hướng Dương': 0.16}, {'Lê Trọng Hiếu': 0.0496}, {'Lê Trọng Hiếu': 0.0489}, {'Khác': 0.0001}]",2312091722
